x0,x1,y
0.465103624,0.531974508,0.460526175
0.480436519,0.78133063,0.284163774
0.364748925,0.498355469,0.441830668
0.441376785,0.706604231,0.321577563
0.620888686,0.633805318,0.454222391
0.356991908,0.514575313,0.424649037
0.512503541,0.841736085,0.25414446
0.869799863,0.503814152,0.659357725
0.420783356,0.311748986,0.602767501
0.55535229,0.857093973,0.261587213
0.156183422,0.562925379,0.301332961
0.338598727,0.596119063,0.357507853
0.695827587,0.487685646,0.594233157
0.271899512,0.672377966,0.271389533
0.232498484,0.381936236,0.467712229
0.519174456,0.30436045,0.651416581
0.374700257,0.727930401,0.277009717
0.57681167,0.654930232,0.419012753
0.567862089,0.53622258,0.502618191
0.237767574,0.407128409,0.451440116
0.527088558,0.40388283,0.582007989
0.462503374,0.357980865,0.586467589
0.678096202,0.308953809,0.717186096
0.259396151,0.549087736,0.356840829
0.455940841,0.665612502,0.357950135
0.511885429,0.720180608,0.342407684
0.574291231,0.494468647,0.535627902
0.515691286,0.337041577,0.625363381
0.585605864,0.478157221,0.552327044
0.913454617,0.45316373,0.71581775
0.360433325,0.611119562,0.356293943
0.330943169,0.484910642,0.435657156
0.574630969,0.656786352,0.417134857
0.359742255,0.527029069,0.417369909
0.288515568,0.514622084,0.395629695
0.349885227,0.623458583,0.342497396
0.363695674,0.455864401,0.471600732
0.291409536,0.349275963,0.518189333
0.446999975,0.488080951,0.484161685
0.377577053,0.341341026,0.561540623
0.612083717,0.453340576,0.582700744
0.437639287,0.63726603,0.3707065
0.415599773,0.517876411,0.448059906
0.213590221,0.457257511,0.404130319
0.608692283,0.363509097,0.647231442
0.47280835,0.257347721,0.665948706
0.45770174,0.514581063,0.469553418
0.277272448,0.467898273,0.424624677
0.352536693,0.631063639,0.33709899
0.655065636,0.59323162,0.498863212
0.572244907,0.572587084,0.478107506
0.664998124,0.804769634,0.347588594
0.856273428,0.42893326,0.708260979
0.61923463,0.30130001,0.697303468
0.607244899,0.419678914,0.604982883
0.153311269,0.434772449,0.395651577
0.689269881,0.833750741,0.337117074
0.292346349,0.138085945,0.673367381
0.359233454,0.250460866,0.619866204
0.484993182,0.578533501,0.434771393
0.471874203,0.266634848,0.657613914
0.099676384,0.505278144,0.319434956
0.51496666,0.428020379,0.55829312
0.564027153,0.499281792,0.527470101
0.451342829,0.638994476,0.375601225
0.355818152,0.57686313,0.378605219
0.471377248,0.526766177,0.467063846
0.621168459,0.244513958,0.740138613
0.375014298,0.576039706,0.388194112
0.516195356,0.453671929,0.540016013
0.330023908,0.348838731,0.535420887
0.449672886,0.57526912,0.421414519
0.418579659,0.380314149,0.551093025
0.576898564,0.776997423,0.329734358
0.555552615,0.661329465,0.405394039
0.545712325,0.478770129,0.535206723
0.379728517,0.3475261,0.558577706
0.4919559,0.573706953,0.441291483
0.700183611,0.254691882,0.76715071
0.292790792,0.487375828,0.417136078
0.283846857,0.525606883,0.384852024
0.363565388,0.554593859,0.399557753
0.473086188,0.383341363,0.572651076
0.624306514,0.365409758,0.653149944
0.384080406,0.69144687,0.306912948
0.560162226,0.52516554,0.507308437
0.27411222,0.35296681,0.508182638
0.478307884,0.499177289,0.490424656
0.397684592,0.167134776,0.69795221
0.332426223,0.318400901,0.558246049
0.553253963,0.525338139,0.50403918
0.321086101,0.514901784,0.409393613
0.234419953,0.740989665,0.205864679
0.423685377,0.76322215,0.27249666
0.475704641,0.243514027,0.676827326
0.233254016,0.596727458,0.310521915
0.390737171,0.560774406,0.406628953
0.375935161,0.647797332,0.335952253
0.732131767,0.442653246,0.6432579
0.31100147,0.6268478,0.323152903
0.398642737,0.692707107,0.312880025
0.397336744,0.764719484,0.259195658
1,0.117577465,1
0.382580513,0.742562788,0.269361704
0.581970652,0.565777122,0.486914199
0.543194615,0.593363073,0.449577496
0.604868663,0.60255591,0.470277891
0.608461739,0.534576596,0.520976267
0.644265061,0.452241681,0.597681209
0.363933445,0.553103803,0.40001841
0.681750499,0.760222202,0.388142591
0.646396387,0.522191085,0.547592848
0.390354601,0.404554804,0.520805142
0.515367701,0.419721575,0.564931978
0.268690009,0.421416652,0.454174059
0.183536723,0.355317743,0.465915727
0.315706948,0.51352044,0.407220422
0.341858864,0.653910504,0.317473392
0.728553607,0.721281423,0.436841909
0.412681078,0.716021833,0.302310247
0.781206634,0.706560632,0.471465865
0.266664894,0.600825657,0.322249326
0.524657357,0.628266221,0.415530307
0.197429117,0.182635176,0.598914319
0.156286852,0.507772276,0.341697312
0.418195197,0.40045711,0.53640189
0.272149352,0.309106916,0.538516364
0.22207714,0.507456178,0.372046469
0.185881802,0.705152823,0.210287899
0.271226911,0.598840038,0.326053464
0.494665227,0.289429811,0.651077775
0.697615152,0.466516152,0.61076153
0.277118744,0.581664515,0.340431227
0.510772269,0.317101649,0.638401382
0.755623995,0.528097428,0.591376442
0.349770667,0.787567962,0.22158104
0.253917871,0.223873646,0.593534878
0.177822974,0.434711174,0.405101633
0.251613307,0.84451403,0.13709778
0.385197347,0.51386142,0.43874705
0.539564742,0.445687348,0.556729255
0.633200091,0.3378204,0.676834401
0.391773515,0.35216171,0.560120551
0.720542072,0.418776127,0.65666572
0.183527414,0.493823541,0.364097842
0.370521355,0.553231825,0.402821973
0.796385114,0.703470752,0.480651004
0.213491121,0.599556201,0.299110303
0.556072862,0.578352399,0.465955026
0.649552185,0.562149244,0.518988001
0.308239595,0.446844619,0.45307855
0.174619698,0.944715833,0.029186289
0.521149988,0.545627511,0.474901087
0.559687648,0.507454241,0.519826814
0.597632001,0.862648741,0.275616823
0.418869847,0.444927412,0.503862445
0.412823211,0.337351215,0.580040827
0.36105118,0.453504767,0.471708778
0.538504263,0.138623703,0.781702082
0.253327933,0.559215164,0.346653148
0.692039037,0.573254677,0.530151977
0.102173785,0.396719811,0.399293333
0.638843616,0.556726888,0.51883254
0.556187182,0.504908931,0.519920332
0.711894554,0.560398487,0.548333403
0.477392788,0.300378176,0.634903092
0.234899184,0.680436943,0.249627587
0.424967067,0.514887174,0.45480325
0.503017048,0.570157522,0.448964937
0.661972033,0.361676458,0.671954347
0.412328515,0.695218311,0.317178992
0.258347432,0.777345505,0.189571557
0.309878726,0.501316216,0.414337402
0.649570453,0.262323203,0.739280271
0.480293601,0.49811889,0.491252149
0.56906998,0.509199374,0.522912921
0.414098071,0.401107314,0.534279147
0.489555189,0.395745567,0.571593649
0.449559839,0.664848519,0.355362477
0.509747498,0.270244676,0.67219124
0.670717236,0.287332444,0.730527819
0.373708807,0.332894884,0.566140929
0.638523369,0.358679723,0.664260177
0.500199812,0.486672398,0.508676743
0.400241352,0.43010986,0.506506412
0.605266167,0.534675364,0.520159204
0.893615203,0.756019759,0.484075326
0.454106228,0.295673917,0.629029167
0.178595424,0.312843485,0.495167512
0.659003195,0.588251248,0.504187504
0.800102324,0.51066575,0.623527848
0.590422317,0.596846507,0.467411021
0.40321363,0.697331536,0.311477004
0.220672554,0.499948135,0.375620277
0.683086076,0.390009933,0.660112797
0.643689878,0.203849173,0.780303455
0.535222284,0.374502511,0.606274758
0.323813998,0.197509804,0.643363516
0.641812272,0.244538746,0.749269462
0.14430377,0.579110855,0.284809455
0.373353639,0.792415328,0.229003103
0.33560427,0.199038649,0.647574756
0.400130087,0.737896984,0.279850225
0.66295634,0.715124261,0.413037158
0.250554613,0.332438462,0.512362373
0.359030075,0.294958502,0.58805474
0.595634798,0.696409177,0.396745403
0.402380114,0.714934193,0.298299612
0.364520732,0.583063472,0.37866666
0.555292584,0.804521706,0.299897871
0.530052185,0.858189728,0.249075413
0.474835992,0.594684471,0.418623446
0.412156075,0.482104298,0.473427503
0.395926879,0.490614931,0.460254764
0.115671244,0.237315965,0.521937563
0.446490286,0.537890491,0.447235034
0.302650117,0.436242993,0.459279531
0.398360641,0.169684113,0.696308974
0.489618203,0.103476946,0.785312989
0.162923526,0.645972961,0.243866144
0.545792188,0.604199911,0.442911752
0.320248905,0.394518777,0.497369015
0.49995602,0.455862279,0.531747988
0.496248995,0.550804461,0.460623443
0.283556851,0.499866192,0.40350906
0.492981554,0.487997934,0.504381468
0.619021588,0.46620239,0.575893997
0.424004016,0.391948175,0.545402159
0.529807613,0.589740212,0.4460377
0.560832546,0.619525376,0.43823695
0.629581665,0.578324717,0.498693663
0.387326445,0.583961709,0.387711719
0.497941581,0.550533226,0.461250435
0.483974743,0.545991926,0.458704969
0.694466048,0.127432452,0.858047044
0.51863241,0.433043611,0.555922177
0.20685901,0.572275229,0.316540978
0.478777648,0.298532761,0.638064996
0.291517535,0.61093263,0.325873015
0.489986637,0.318727998,0.628364644
0.537871991,0.461871162,0.543889815
0.357468216,0.443601703,0.477365265
0.325706819,0.754313886,0.235842011
0.007754251,0.339466103,0.400180855
0.372725243,0.306762486,0.584485735
0.423462879,0.423959442,0.520930857
0.555161171,0.326004972,0.651335454
0.462428804,0.274968817,0.647644995
0.425347496,0.562676021,0.419982077
0.687736586,0.450376648,0.61811207
0.302495911,0.499732506,0.412589742
0.355709927,0.696276647,0.291349666
0.584332128,0.50254444,0.53512336
0.592145791,0.467213381,0.56380386
0.890782466,0.40602369,0.740110568
0.448782727,0.398260965,0.551581309
0.58795135,0.478733472,0.55305067
0.330082959,0.732054236,0.253914698
0.448523282,0.581626929,0.416064496
0.246762116,0.391017585,0.467526523
0.279703255,0.367472618,0.499245973
0.326004236,0.268004847,0.59350294
0.258632459,0.469216665,0.415233132
0.414778576,0.025702602,0.809820411
0.605367727,0.56623187,0.497112971
0.567084151,0.551763256,0.490249076
0.606426903,0.346714114,0.658486589
0.459060165,0.530034554,0.458982916
0.217026134,0.333921896,0.49647224
0.427296009,0.580662468,0.408282058
0.839606865,0.378768776,0.736801477
0.17828367,0.558475327,0.315005767
0.6815704,0.546751565,0.544521848
0.317606492,0.631878282,0.321989029
0.388159912,0.576544067,0.393294503
0.693603656,0.458802935,0.614027165
0.480995704,0.615053993,0.406698657
0.600514394,0.278392007,0.70608752
0.471947697,0.3651914,0.586040164
0.186901479,0.473111943,0.381079771
0.508578967,0.525374618,0.484745154
0.295263798,0.800369806,0.188306348
0.262958791,0.586740697,0.330617517
0.323994101,0.535497426,0.395917089
0.274001213,0.452780379,0.434051631
0.409553067,0.256396143,0.63792965
0.370919164,0.694658481,0.299035424
0.426513251,0.475549147,0.484611531
0.568770726,0.645492698,0.422073972
0.430671498,0.684453749,0.332690391
0.47871593,0.561512405,0.444647883
0.518827206,0.346496801,0.620030255
0.06634414,0.384641668,0.392708562
0.525450588,0.564210046,0.463700059
0.580488602,0.628875406,0.439899612
0.538373123,0.671332788,0.389980085
0.746591152,0.424469238,0.662711907
0.77943772,0.344587069,0.736189779
0.542313589,0.652023872,0.405896837
0.327800087,0.436008506,0.470239021
0.15664217,0.486825973,0.357030811
0.541019701,0.514867292,0.506262752
0.536816917,0.397854174,0.590014457
0.611800678,0.830341897,0.305976507
0.142949208,0.520754162,0.325680586
0.442290158,0.480530139,0.488287472
0.384489352,0.654542244,0.334582673
0.440046172,0.858285925,0.209813292
0.274410969,0.463265192,0.426379383
0.682180704,0.472906558,0.599470016
0.463075102,0.539453187,0.453455613
0.178945247,0.192430571,0.583244853
0.419936852,0.476958001,0.480784282
0.618447753,0.483134132,0.563345039
0.175658442,0.344976975,0.470385805
0.286150805,0.316505418,0.539612038
0.623692696,0.610256807,0.47281421
0.521366413,0.359938556,0.610546354
0.517839792,0.499410425,0.507290899
0.457648924,0.298025767,0.628927658
0.65970329,0.498714659,0.570209033
0.363957971,0.800205307,0.219047917
0.312667442,0.606915535,0.338214053
0.704002002,0.619346531,0.501345342
0.458209982,0.620828516,0.391782727
0.522917473,0.106710849,0.797913314
0.577827,0.778127406,0.327989399
0.552538248,0.433428191,0.570942953
0.573393713,0.455487627,0.564485661
0.326488845,0.480884016,0.437063892
0.37106094,0.542332246,0.411355792
0.286601376,0.444120281,0.445942664
0.401557548,0.432631215,0.50473247
0.628682737,0.227969535,0.755283975
0.546837978,0.242337542,0.70907027
0.299140474,0.472330276,0.431108338
0.379224303,0.650003766,0.335403089
0.417648716,0.456338097,0.494906663
0.463401533,0.431470219,0.532882804
0.311539956,0.503504683,0.413796215
0.439051782,0.179257555,0.707725752
0.696675259,0.36774866,0.683375195
0.687958333,0.357572331,0.686444204
0.714177569,0.781196471,0.387092239
0.630793397,0.854335791,0.296689448
0.787937179,0.475293996,0.6436253
0.128935433,0.468497602,0.359282584
0.074043604,0.819171529,0.077835824
0.638384369,0.497548301,0.561651554
0.342104666,0.468022981,0.453082711
0.470686217,0.789678878,0.273351119
0.476592359,0.672397236,0.361437046
0.347612653,0.757468621,0.242891186
0.361528438,0.499187678,0.438914477
0.343235658,0.440410623,0.473229469
0.231688498,0.419898485,0.440439076
0.567387755,0.33953635,0.646397332
0.586771968,0.414252496,0.600663948
0.503736845,0.419526048,0.559190302
0.162064664,0.427529819,0.402945786
0.560465045,0.593341256,0.457379551
0.137481386,0.355181037,0.445852677
0.346408442,0.483546678,0.44374427
0.873614375,0.565086523,0.615969281
0.459521552,0.48282286,0.493735137
0.363392721,0.709576352,0.284901789
0.662211849,0.41071947,0.636353775
0.619674206,0.501110678,0.551320515
0.72605907,0.474428231,0.61713897
0.339124753,0.603360511,0.352548078
0.397987061,0.819823108,0.219532319
0.639652686,0.404566276,0.630765023
0.34016642,0.474852538,0.447813537
0.668177553,0.703722467,0.423290362
0.411876128,0.502925142,0.458572786
0.489226669,0.44577591,0.53394018
0.756851148,0.49551913,0.615100931
0.26367364,0.593796747,0.32669985
0.256438436,0.133795115,0.661209351
0.544572141,0.396964192,0.594389275
0.275767479,0.379742281,0.488093592
0.627250957,0.490164135,0.56232385
0.526944303,0.61278415,0.428290896
0.396035834,0.592621229,0.385135078
0.441961755,0.663229532,0.354016141
0.552182764,0.614698112,0.43752316
0.757890891,0.535749586,0.586560323
0.66605074,0.313811532,0.709189779
0.183912307,0.323753157,0.489142232
0.651525011,0.830553103,0.322944597
0.418189973,0.383838069,0.547820832
0.536610491,0.711807845,0.360336133
0.35887569,0.562575887,0.390697079
0.511191841,0.461741655,0.531696207
0.165604273,0.458455532,0.382849984
0.57944992,0.261389146,0.709414244
0.415026944,0.570779457,0.409368395
